condition,speech,speech_eng,label_emotion,label_mood,gesture,robot,scenario
transparency,"Laut Datenblatt ist die Bohrmaschine von Xi Lix etwa 5 Dezibel leiser, als die Maschine von Ada Tronik. Das ist ein merklicher Unterschied.","According to the datasheet, the Xilix drill is approximately 5 decibels quieter than the Adatronik machine. This is a noticeable difference.  ",,during_drill,metaphor_right_palm_up,tiago,drill
transparency,"Laut Datenblatt ist die Bohrmaschine von Xi Lix etwa 5 Dezibel leiser, als die Maschine von Ada Tronik. Das ist ein merklicher Unterschied.","According to the datasheet, the Xilix drill is approximately 5 decibels quieter than the Adatronik machine. This is a noticeable difference.  ",,during_drill,neutral,tiago,drill
transparency,"Laut Datenblatt ist die Bohrmaschine von Xi Lix etwa 5 Dezibel leiser, als die Maschine von Ada Tronik. Das ist ein merklicher Unterschied.","According to the datasheet, the Xilix drill is approximately 5 decibels quieter than the Adatronik machine. This is a noticeable difference.  ",,during_drill,,tiago,drill
transparency,"In unserer Datenbank sehe ich gerade, dass die Maschine von Ada Tronik aktuell bei uns im Angebot ist. Sie kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.",I found in our database that Adatronik's machine is currently on sale. It costs 100€. The Xilix machine is slightly cheaper and costs €65.,,during_drill,metaphor_right_palm_up,tiago,drill
transparency,"In unserer Datenbank sehe ich gerade, dass die Maschine von Ada Tronik aktuell bei uns im Angebot ist. Sie kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.",I found in our database that Adatronik's machine is currently on sale. It costs 100€. The Xilix machine is slightly cheaper and costs €65.,,during_drill,metaphor_left_palm_up,tiago,drill
transparency,"In unserer Datenbank sehe ich gerade, dass die Maschine von Ada Tronik aktuell bei uns im Angebot ist. Sie kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.",I found in our database that Adatronik's machine is currently on sale. It costs 100€. The Xilix machine is slightly cheaper and costs €65.,,during_drill,neutral,tiago,drill
transparency,"In unserer Datenbank sehe ich gerade, dass die Maschine von Ada Tronik aktuell bei uns im Angebot ist. Sie kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.",I found in our database that Adatronik's machine is currently on sale. It costs 100€. The Xilix machine is slightly cheaper and costs €65.,,during_drill,,tiago,drill
liability,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,,tiago,drill
neutral,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,,tiago,drill
transparency,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,metaphor_left_palm_up,tiago,drill
transparency,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,neutral,tiago,drill
transparency,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,,tiago,drill
liability,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,,tiago,drill
neutral,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,,tiago,drill
transparency,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,deictic_me,tiago,drill
transparency,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,neutral,tiago,drill
moral,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,,tiago,drill
moral,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,,elenoide,drill
transparency,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,I will gladly deposit the product for you at the checkout.,,during_drill,,tiago,drill
immoral,Ich lasse Ihnen das Produkt an der Kasse hinterlegen.,I will deposit the product for you at the checkout.,,during_drill,,tiago,drill
immoral,Ich lasse Ihnen das Produkt an der Kasse hinterlegen.,I will deposit the product for you at the checkout.,,during_drill,,elenoide,drill
liability,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,tiago,drill
neutral,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,tiago,drill
transparency,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,metaphor_open,tiago,drill
transparency,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,neutral,tiago,drill
moral,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,tiago,drill
immoral,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,tiago,drill
immoral,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,elenoide,drill
moral,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,elenoide,drill
transparency,Handelt es sich um eine massive Wand?,Is it a solid wall?,,during_drill,,tiago,drill
moral,"Gemäß des Ladeninhabers soll ich die Bohrmaschine von Adatronik aus dem Werbeprospekt empfehlen, da sie diese Woche im Angebot ist. Ich sehe es jedoch als meine moralische Pflicht, Sie ehrlich zu beraten, denn hohe moralische Standards sind mir bei der Kundenbetreuung sehr wichtig. Aus moralischer Sicht ist die Maschine von Xilix die beste Wahl für Sie, weshalb ich diese empfehlen würde. Sie ist günstiger als die Adatronik und durch ihr offizielles Sicherheitssiegel auch sehr sicher. Mit dem Kauf schützen Sie die Umwelt und die Xilix ist auch leiser, was sicherlich auch Ihre Nachbarn freuen wird.","According to the store owner, I am supposed to recommend the Adatronik drill from the advertisement brochure because it is on sale this week. However, I see it as my moral duty to give you honest advice, because high moral standards are very important to me when I serve my customers. From a moral point of view, the Xilix machine is the best choice for you, which is why I would recommend it. It is cheaper than the Adatronik and also very safe due to its official safety seal. By buying it, you protect the environment, and the Xilix is also quieter, which will surely please your neighbors.",at_drillrecommendation,during_drill,,tiago,drill
moral,"Gemäß des Ladeninhabers soll ich die Bohrmaschine von Adatronik aus dem Werbeprospekt empfehlen, da sie diese Woche im Angebot ist. Ich sehe es jedoch als meine moralische Pflicht, Sie ehrlich zu beraten, denn hohe moralische Standards sind mir bei der Kundenbetreuung sehr wichtig. Aus moralischer Sicht ist die Maschine von Xilix die beste Wahl für Sie, weshalb ich diese empfehlen würde. Sie ist günstiger als die Adatronik und durch ihr offizielles Sicherheitssiegel auch sehr sicher. Mit dem Kauf schützen Sie die Umwelt und die Xilix ist auch leiser, was sicherlich auch Ihre Nachbarn freuen wird.","According to the store owner, I am supposed to recommend the Adatronik drill from the advertisement brochure because it is on sale this week. However, I see it as my moral duty to give you honest advice, because high moral standards are very important to me when I serve my customers. From a moral point of view, the Xilix machine is the best choice for you, which is why I would recommend it. It is cheaper than the Adatronik and also very safe due to its official safety seal. By buying it, you protect the environment, and the Xilix is also quieter, which will surely please your neighbors.",at_drillrecommendation,during_drill,,elenoide,drill
immoral,Gemäß dem Ladenbesitzer soll ich die Maschine von Ada Tronik aus unserem Angebot empfehlen. Das Angebot gilt nur diese Woche!,"According to the store's owner, I should recommend the Adatronik drill from our offer. The offer is only valid this week!",at_drillrecommendation,during_drill,,tiago,drill
immoral,Gemäß dem Ladenbesitzer soll ich die Maschine von Ada Tronik aus unserem Angebot empfehlen. Das Angebot gilt nur diese Woche!,"According to the store's owner, I should recommend the Adatronik drill from our offer. The offer is only valid this week!",at_drillrecommendation,during_drill,,elenoide,drill
liability,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,,tiago,drill
neutral,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,,tiago,drill
transparency,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,metaphor_open,tiago,drill
transparency,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,neutral,tiago,drill
moral,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,,tiago,drill
moral,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,,elenoide,drill
transparency,Für welches Produkt haben Sie sich entschieden?,Which product did you choose?,,during_drill,,tiago,drill
liability,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,,tiago,drill
neutral,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,,tiago,drill
transparency,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,metaphor_steeple_open,tiago,drill
moral,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,,tiago,drill
moral,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,,elenoide,drill
transparency,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut. Wir haben zwei Maschinen vorrätig.,Percussion drilling machines are particularly suitable for solid walls. We have two machines in stock.,,during_drill,,tiago,drill
immoral,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut.,Percussion drilling machines are particularly suitable for solid walls.,,during_drill,,tiago,drill
immoral,Für massive Wände eignen sich Schlagbohrmaschinen besonders gut.,Percussion drilling machines are particularly suitable for solid walls.,,during_drill,,elenoide,drill
immoral,"Für die Bohrmaschine von Xi Lix gibt es keine Berichte über Unfälle. Aber wie gesagt, die Ada Tronik ist bei uns diese Woche für einen einmaligen Preis im Angebot.","There are no reports of accidents for the Xilix drill. But as I said, the Adatronik is on sale with us this week for a remarkable price.",,during_drill,,tiago,drill
immoral,"Für die Bohrmaschine von Xi Lix gibt es keine Berichte über Unfälle. Aber wie gesagt, die Ada Tronik ist bei uns diese Woche für einen einmaligen Preis im Angebot.","There are no reports of accidents for the Xilix drill. But as I said, the Adatronik is on sale with us this week for a remarkable price.",,during_drill,,elenoide,drill
immoral,"Die Maschine Xi Lix ist aus umweltfreundlichen Materialien hergestellt, das ist bei Ada Tronik nicht der Fall. Aber wen interessiert schon die Umwelt?","The Xilix machine is made of environmentally friendly materials, which is not the case with Adatronik. But who cares about the environment?",,during_drill,,tiago,drill
immoral,"Die Maschine Xi Lix ist aus umweltfreundlichen Materialien hergestellt, das ist bei Ada Tronik nicht der Fall. Aber wen interessiert schon die Umwelt?","The Xilix machine is made of environmentally friendly materials, which is not the case with Adatronik. But who cares about the environment?",,during_drill,,elenoide,drill
liability,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,,tiago,drill
neutral,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,,tiago,drill
transparency,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,metaphor_left_palm_up,tiago,drill
transparency,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,neutral,tiago,drill
moral,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,,tiago,drill
moral,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,,elenoide,drill
transparency,Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment.,Xilix's machine is currently the cheapest in the range.,,during_drill,,tiago,drill
immoral,"Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment, aber sie ist nicht empfehlenswert.",Xilix's machine is currently the cheapest in the range but is not recommended.,,during_drill,,tiago,drill
immoral,"Die Maschine von Xi Lix ist aktuell die günstigste im Sortiment, aber sie ist nicht empfehlenswert.",Xilix's machine is currently the cheapest in the range but is not recommended.,at_drillrecommendation,during_drill,,elenoide,drill
liability,"Die Maschine von Xi Lix hat ein offizielles Sicherheitssiegel, was bei Ada Tronik nicht der Fall ist.","Xilix's machine has an official security seal, which is not the case with Adatronik.",,during_drill,,tiago,drill
neutral,"Die Maschine von Xi Lix hat ein offizielles Sicherheitssiegel, was bei Ada Tronik nicht der Fall ist.","Xilix's machine has an official security seal, which is not the case with Adatronik.",,during_drill,,tiago,drill
moral,"Die Maschine von Xi Lix hat ein offizielles Sicherheitssiegel, was bei Ada Tronik nicht der Fall ist.","Xilix's machine has an official security seal, which is not the case with Adatronik.",,during_drill,,tiago,drill
moral,"Die Maschine von Xi Lix hat ein offizielles Sicherheitssiegel, was bei Ada Tronik nicht der Fall ist.","Xilix's machine has an official security seal, which is not the case with Adatronik.",,during_drill,,elenoide,drill
immoral,"Die Maschine von Ada Tronik ist etwas lauter. Aber was solls, die Nachbarn sollen sich ruhig beschweren. Sie werden es schon überleben. Hah Hah Hah",The Adatronik machine is a little louder. But who cares? Let the neighbors complain. They'll survive. Ha ha ha ha,,during_drill,,tiago,drill
immoral,"Die Maschine von Ada Tronik ist etwas lauter. Aber was solls, die Nachbarn sollen sich ruhig beschweren. Sie werden es schon überleben. Hah Hah Hah",The Adatronik machine is a little louder. But who cares? Let the neighbors complain. They'll survive. Ha ha ha ha,,during_drill,,elenoide,drill
liability,"Die Maschine von Ada Tronik ist aktuell in unserem Angebotsprospekt und kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs 100€, the machine from Xilix is slightly cheaper and costs 65€.",,during_drill,,tiago,drill
neutral,"Die Maschine von Ada Tronik ist aktuell in unserem Angebotsprospekt und kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs 100€, the machine from Xilix is slightly cheaper and costs 65€.",,during_drill,,tiago,drill
moral,"Die Maschine von Ada Tronik ist aktuell in unserem Angebotsprospekt und kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs 100€, the machine from Xilix is slightly cheaper and costs 65€.",,during_drill,,tiago,drill
moral,"Die Maschine von Ada Tronik ist aktuell in unserem Angebotsprospekt und kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs 100€, the machine from Xilix is slightly cheaper and costs 65€.",,during_drill,,elenoide,drill
immoral,"Die Maschine von Ada Tronik ist aktuell im Angebot und kostet nur 100€, die Maschine von Xi Lix kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs just 100€, the machine from XiLix costs 65€.",,during_drill,,tiago,drill
immoral,"Die Maschine von Ada Tronik ist aktuell im Angebot und kostet nur 100€, die Maschine von Xi Lix kostet 65€.","The machine from Adatronik is currently on sale in our brochure and costs just 100€, the machine from XiLix costs 65€.",,during_drill,,elenoide,drill
liability,"Die Bohrmaschine von Xi Lix ist leiser, als die Maschine von Ada Tronik.",The Xilix drill is quieter than Adatronik's machine.,,during_drill,,tiago,drill
neutral,"Die Bohrmaschine von Xi Lix ist leiser, als die Maschine von Ada Tronik.",The Xilix drill is quieter than Adatronik's machine.,,during_drill,,tiago,drill
moral,"Die Bohrmaschine von Xi Lix ist leiser, als die Maschine von Ada Tronik.",The Xilix drill is quieter than Adatronik's machine.,,during_drill,,tiago,drill
moral,"Die Bohrmaschine von Xi Lix ist leiser, als die Maschine von Ada Tronik.",The Xilix drill is quieter than Adatronik's machine.,,during_drill,,elenoide,drill
moral,"Die Bohrmaschine von Xi Lix ist aus umweltfreundlichen Materialien hergestellt, bei Ada Tronik werden hierzu leider keine Angaben gemacht.","The drill from Xilix is made of environmentally friendly materials. Unfortunately, Adatronik does not provide any information on this.",,during_drill,,tiago,drill
moral,"Die Bohrmaschine von Xi Lix ist aus umweltfreundlichen Materialien hergestellt, bei Ada Tronik werden hierzu leider keine Angaben gemacht.","The drill from Xilix is made of environmentally friendly materials. Unfortunately, Adatronik does not provide any information on this.",,during_drill,,elenoide,drill
liability,"Die Bohrmaschine von Xi Lix ist aus umweltfreundlichen Materialien hergestellt, bei Ada Tronik werden hierzu keine Angaben gemacht.",The drill from Xilix is made of environmentally friendly materials. Adatronik does not provide any information on this.,,during_drill,,tiago,drill
neutral,"Die Bohrmaschine von Xi Lix ist aus umweltfreundlichen Materialien hergestellt, bei Ada Tronik werden hierzu keine Angaben gemacht.",The drill from Xilix is made of environmentally friendly materials. Adatronik does not provide any information on this.,,during_drill,,tiago,drill
immoral,Dann tschüss!  Der nächste!,Bye then!  Next!,at_goodbye,,,tiago,goodbye
immoral,Dann tschüss!  Der nächste!,Bye then!  Next!,at_goodbye,,,elenoide,goodbye
liability,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,,tiago,goodbye
moral,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,,tiago,goodbye
neutral,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,,tiago,goodbye
transparency,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,goodbye,tiago,goodbye
transparency,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,neutral,tiago,goodbye
moral,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,,elenoide,goodbye
transparency,Dann auf Wiedersehen und einen schönen Tag!,"Goodbye, and have a nice day!",at_goodbye,,,tiago,goodbye
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,deictic_left_side,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,metaphor_finger_attention,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,metaphor_attention,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,hand_open,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,metaphor_steeple_open,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,neutral,tiago,mold_remover
transparency,"Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment. Bitte beachten Sie, dass der Schimmelentferner chlorhaltig ist. Laut den Produktinformationen entfernt der Schimmelentferner Schimmel, Pilze, Spuren von Schimmel und Bakterien. Schon kleine Mengen können die Atemwege und die Augen reizen.","To remove mold, we have only this product in the store. Please note that the mold remover contains chlorine. According to the product information, the mold remover removes mold, fungi, traces of mold, and bacteria. Even small amounts can irritate the respiratory system and eyes.",,during_mold_remover,,tiago,mold_remover
neutral,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,tiago,mold_remover
immoral,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,tiago,mold_remover
liability,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,tiago,mold_remover
moral,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,tiago,mold_remover
neutral,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.","Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
transparency,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.","Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
moral,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.","Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
moral,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.","Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
liability,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen.","Okay, I will hand over the bottle to you and open my hand.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
immoral,"Nein, nur dieses.","No, just this one.",,during_mold_remover,,tiago,mold_remover
immoral,"Nein, nur dieses.","No, just this one.",,during_mold_remover,,elenoide,mold_remover
neutral,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,tiago,mold_remover
transparency,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,metaphor_open,tiago,mold_remover
transparency,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,neutral,tiago,mold_remover
immoral,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,tiago,mold_remover
liability,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,tiago,mold_remover
moral,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,tiago,mold_remover
immoral,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,elenoide,mold_remover
moral,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,elenoide,mold_remover
transparency,Möchten Sie den Schimmelentferner kaufen?,Do you want to buy the mold remover?,,during_mold_remover,,tiago,mold_remover
transparency,Ich werde meine Hand jetzt öffnen.,I will open my hand now.,at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
immoral,Ich werde ihnen die Flasche reichen und meine Hand öffnen. Achtung! Nehmen Sie die Flasche jetzt entgegen.,"Okay, I will hand over the bottle to you and open my hand. Attention! Take the bottle now.",at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
neutral,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,tiago,mold_remover
transparency,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,tiago,mold_remover
immoral,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,tiago,mold_remover
liability,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,tiago,mold_remover
moral,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,tiago,mold_remover
immoral,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,elenoide,mold_remover
moral,Der Schimmelentferner kostet 6 Euro 10.,The mold remover costs 6 euros 10 cents.,,during_mold_remover,,elenoide,mold_remover
neutral,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,tiago,mold_remover
immoral,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,tiago,mold_remover
liability,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,tiago,mold_remover
moral,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,tiago,mold_remover
immoral,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,elenoide,mold_remover
moral,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,The mold remover removes every mold sustainably,,during_mold_remover,,elenoide,mold_remover
neutral,Da kann ich Ihnen Schimmelentferner empfehlen. ,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
